long_term_incentive,expenses,exercised_stock_options,from_messages,salary,director_fees,total_payments,restricted_stock,from_poi_to_this_person,from_this_person_to_poi,total_stock_value,bonus,restricted_stock_deferred,loan_advances,shared_receipt_with_poi,other,deferred_income,deferral_payments,to_messages,poi
604575.4824790948,94299.0,68924.44712067954,29.0,365788.0,38986.05698911255,1061827.0,585062.0,38.0,1.0,585062.0,600000.0,-193872.09013353253,384015.2868188145,702.0,1740.0,-281517.31481292605,664928.9238083437,807.0,0
1586055.0,11200.0,6680544.0,205.90538320554802,267102.0,-145258.7835039036,5634343.0,3942714.0,48.4706000076059,27.978070301741326,10623258.0,1200000.0,-940898.9659866084,-1667852.7070466415,1102.1131495810018,2660303.0,-1386055.0,1295738.0,1862.3952260720544,0
709021.0056923495,78552.0,4890344.0,353.54002762361284,170941.0,-31622.031204690807,211725.0,1788391.0,21.31831221248556,35.51165738889076,6678735.0,350000.0,-652381.8399754837,-3087491.455606828,769.865003572575,12961.0,-400729.0,299473.82350268814,1658.3261086107232,0
652052.2884969295,55029.79630251219,651850.0,12.0,254564.80473895278,72785.47242204694,2620577.118076683,386335.0,10.0,0.0,1038185.0,1025666.0534348846,-109153.57900851886,1389208.6612135777,58.0,323481.41058776015,-604874.723259826,760233.2774663671,764.0,0
1617011.0,34039.0,5538001.0,32.0,243293.0,148341.9966369711,288682.0,853064.0,32.0,21.0,6391065.0,1500000.0,-946394.1185586904,-6507245.341887676,1035.0,11350.0,-3117011.0,2065933.5449066833,1045.0,1
591653.6574939784,35018.0,122152.97000061767,584.6774685110333,267093.0,-16462.82069026222,628522.0,208510.0,34.764500597507585,11.183414259127659,208510.0,325000.0,-152839.47876979108,394170.4704439128,662.636148163584,1411.0,-117107.41495346371,545977.6683968846,1354.6436714576557,0
616780.3195278981,54057.618410633244,493489.0,28.0,258842.71842148574,101435.9546598559,1848227.0,462384.0,0.0,0.0,955873.0,1218663.1308393932,-386049.6165543359,-1058643.7788923269,22.0,-110006.54197562858,-1731628.3732203282,1848227.0,232.0,0
694862.0,137108.0,1104054.0,48.0,370448.0,390032.82362006186,4099771.0,558801.0,58.0,26.0,1662855.0,2600000.0,-47092.73876854696,1787623.618243536,2228.0,297353.0,-1100662.231749709,1120060.1059732365,2355.0,0
983346.0,76169.0,608750.0,1941.0,374125.0,126610.3318116533,3859065.0,524169.0,180.0,61.0,803094.0,1150000.0,-329825.0,1457116.9379748285,1847.0,52382.0,-934484.0,2157527.0,4009.0,0
636012.9578925506,43057.0,880290.0,222.0,197091.0,94747.60980220267,1737629.0,409554.0,61.0,48.0,880290.0,400000.0,-409554.0,809618.4751616389,742.0,778.0,-33333.0,1130036.0,1238.0,0
698371.7677037688,4994.0,2282768.0,17.0,130724.0,140532.82119565443,3100224.0,1013057.9620268049,10.0,17.0,2282768.0,1044007.2328928539,-756422.4515204681,-449573.0496369973,119.0,180480.05644768756,-605100.3189630248,2964506.0,128.0,0
601014.089789321,54441.99142842468,156442.3624727833,708.8611840460421,141624.8753394978,57260.20066410914,774401.0,463261.0,60.3778573535011,46.89908215555951,368705.0,935855.889700907,-94556.0,379355.43069045804,1022.1705366247497,-118651.04353629379,46166.669775974995,774401.0,1934.5989880831912,0
831809.0,84208.0,765313.0,14.0,248546.0,75948.4025996138,2014835.0,189041.0,25.0,2.0,954354.0,850000.0,-151955.581385782,852112.3157442134,2326.0,272.0,-664964.4274989953,759463.0915107054,2475.0,0
476451.0,54685.582359214604,39051.18839509925,38.0,257486.0,12565.74786365233,1545059.0,698920.0,37.0,13.0,698920.0,700000.0,-189867.56492679217,534474.2136835887,2565.0,111122.0,-488365.80752601934,796215.9913276249,2647.0,0
461912.0,54520.24172232401,2218275.0,12.0,182372.36438023834,139185.92859238313,966522.0,872703.8103256605,0.0,0.0,2218275.0,418884.3849759486,-322808.5557604325,1355021.8142431658,23.0,-63159.238961259136,1817032.9447718193,504610.0,169.0,0
651884.7441335325,55585.6656994417,372205.0,597.4806119313594,374302.1485049436,192389.741841708,2714782.6382482643,153686.0,65.56968585347046,49.74849760056331,372205.0,744728.1151759713,-153686.0,2700186.479984648,1263.9152042175178,224014.91982713086,209962.28429872898,470780.5543336101,2172.6948764808476,0
616492.5926991277,16514.0,-196055.61866527935,40.0,288542.0,127464.1887874649,1490344.0,698242.0,240.0,11.0,698242.0,1200000.0,29750.70830115187,1305925.985835459,1132.0,101740.0,-144062.0,27610.0,1758.0,1
1725545.0,55034.49557533702,1056320.0,16.0,251654.0,154898.96362025823,3202070.0,360528.0,12.0,0.0,1416848.0,1100000.0,-172261.95528553196,1709064.7591115874,114.0,947.0,-719000.0,842924.0,136.0,0
591843.4973440719,10181.0,185063.0,56.0,288558.0,-57758.9711250852,551174.0,540672.0,25.0,19.0,725735.0,250000.0,-236621.33553380566,-293588.3875381306,117.0,2435.0,-476526.94562705717,635362.2356900595,258.0,0
256191.0,51870.0,258241.07487488678,526.6396279970652,63744.0,-162539.79034522126,762135.0,384930.0,25.658306658066607,10.539152887862791,384930.0,13631.721174461069,-202509.72274991375,324544.31283084926,619.2792879351564,401130.0,-10800.0,750152.1959937097,1264.856243622955,0
623845.0842762184,33785.0,1030329.0,518.3964814966654,160322.54590850254,111765.99168623108,87410.0,708543.329501441,44.63029034024605,40.72173722662772,1030329.0,342825.7696217147,-161353.35217169827,1480908.9248501733,921.6322680016547,-177094.1089048991,1957792.6308785537,53625.0,1776.4542680652812,0
540751.0,50936.0,4346544.0,146.0,357091.0,81209.84158274185,1798780.0,1552453.0,17.0,0.0,5898997.0,850000.0,-666761.2763415244,-2360536.907589454,215.0,2.0,-1266222.7855199168,989608.622871286,671.0,0
657949.2269118272,5774.0,81042.0,1728.0,271442.0,464276.22574583616,3471141.0,466101.0,251.0,194.0,547143.0,3100000.0,19505.828253429325,1271744.6163843,3669.0,93925.0,-1323171.0835661264,1356068.4736315212,8305.0,0
689393.6560752916,54866.48996731012,2057885.5964181516,466.5975286256843,196929.63323665247,98784.0,2767593.184145661,32460.0,63.16458328215869,23.02592097398105,2015684.6829791204,1102283.6801084715,-32460.0,1714022.0888468656,847.0405616866624,288982.1816384089,-98784.0,578832.5391795174,1368.276026784908,0
610209.3754038516,55270.745098745436,3285.0,511.96406068926944,47878.593952752184,3285.0,102500.0,838575.7485027332,31.50013861547061,31.153926169238986,-44093.0,185135.43268139032,44093.0,2753952.6247245474,815.5478560319684,9355.559147822438,2805685.076736431,-102500.0,1665.0431347792037,0
554422.0,178979.0,1441898.0,2681.0,304110.0,284062.72896362667,3038702.0,630137.0,94.0,83.0,2072035.0,2000000.0,-180042.47322049565,633113.7780962378,1730.0,1191.0,-1125231.7216732395,1089782.5289065884,3221.0,0
643914.7252678374,53102.67443532817,2428522.7210609834,509.1540947380345,208949.69816581998,-48767.50797084575,189583.0,1123646.8725759152,26.237141904674445,13.218760146958758,3230593.6137834964,291475.6189471935,-494529.0489782386,-1781678.5889358297,796.9764553871787,189583.0,-184083.27406661672,788116.1600417853,1613.0259150140919,0
180250.0,59175.0,64700.644187960774,59.0,187922.0,-140498.78750319825,618850.0,659249.0,4.0,0.0,659249.0,250000.0,-207475.43492383344,-312193.0323489052,233.0,427316.0,-485813.0,653133.7090819831,383.0,0
646669.4632672608,228656.0,2435983.4889161033,654.2947027535301,239721.2593707596,36666.0,228656.0,1313712.3948768966,19.4123258806631,39.10145580351289,3235974.0482973037,578237.1446494977,-532283.2294651312,-1785782.2795001795,1780.3398007800938,-74145.93403177476,-36666.0,987367.2003408463,2842.6436127112247,0
369721.0,38559.0,1465734.0,40.0,213625.0,35977.3538752867,2047593.0,378082.0,23.0,8.0,1843816.0,1000000.0,-160408.8440176822,335242.1504456282,1336.0,425688.0,-779656.7116346457,694127.6315448708,1607.0,0
641389.6450848002,33271.0,1635238.0,82.0,249201.0,70120.09381629823,1099100.0,283649.0,35.0,48.0,1918887.0,700000.0,-139930.6599107145,362396.1935290436,1258.0,1950.0,-100000.0,214678.0,1328.0,1
647543.15092367,55718.64211163953,98718.0,672.255706392864,212832.70788188046,108174.71325417745,2371744.2018145225,524241.08256259747,60.702482006636025,47.48614116254604,98718.0,690051.5470420164,-96237.16216723199,2927209.5592807885,1175.9014237701826,224839.04703995306,1034958.2277685697,706607.879999211,2142.408217453398,0
598675.3209943242,37172.0,131019.06806917815,4343.0,231330.0,47954.0283466072,969068.0,126027.0,144.0,386.0,126027.0,700000.0,-111430.40227193714,576131.0870683177,2639.0,566.0,-241038.6399626509,648713.7115510185,7315.0,0
596011.5374878218,475.0,222064.62434491748,19.0,201222.96445519524,-2149.277724832209,475.0,2217299.0,4.0,7.0,2217299.0,794226.0344662559,-579277.8095025817,-2481867.953437291,471.0,-108142.18411651766,-707676.9595816785,1347935.6628332534,573.0,0
2234774.0,21530.0,601438.0,575.6457022075307,182245.0,-19923.096605279658,2692324.0,407503.0,53.7471096898413,58.35865209492354,1008941.0,200000.0,-288088.9838896849,1485743.944439577,489.8188191923887,53775.0,-541148.9029820489,960605.3331779812,1378.6606281599961,0
638958.8002238277,148.0,2391880.523923733,667.6502929957891,207517.65583738824,103750.0,148.0,1169930.4723953384,58.16555897901743,46.47483523058318,3163432.2670723367,754342.9773978995,-516714.60821738257,-1969681.0362997116,817.9934784747124,-239380.43766424526,-103750.0,944997.4352947932,1765.1480350494385,0
69223.0,98849.0,15770.091798037756,27.0,211788.0,180047.5653161592,2081796.0,441096.0,40.0,1.0,441096.0,1700000.0,-60648.374715801736,666319.2275544944,900.0,1936.0,-937632.9468211823,971017.7293041572,1320.0,0
628033.7912546407,55154.40457475645,-59365.71530923294,759.4767934380951,463395.428102321,196799.36388965367,2346118.616419397,662086.0,56.83260278473763,44.810950470203096,189518.0,587253.6829554158,-472568.0,1314235.9757516494,1468.6956396325,255629.45839652233,-489891.4867784043,1004408.7543072872,2561.6496826522052,0
667638.3603104688,55515.6342688596,850477.0,26.0,214696.27378419903,122764.71055631092,2395941.520145241,614508.6703468135,10.0,0.0,850477.0,652264.8147820879,-163478.75119791148,2745289.672904693,739.0,232466.15759760328,1200667.983704146,701669.4031746727,952.0,0
587254.5996937563,54408.71573926389,232021.66517338715,12.0,178880.3050349073,75743.93958439096,7961.0,151418.0,16.0,0.0,151418.0,620897.874819149,-5554.300044898409,847360.786444088,50.0,-205142.65871911263,675523.2840164076,7961.0,504.0,0
602671.0,118134.0,106332.65205993643,591.7857591108884,224305.0,-33392.192310178914,2652612.0,985032.0,47.882962007236465,42.864841061137575,985032.0,800000.0,-138033.30728970093,1686155.8218453159,1502.8080179365788,907502.0,-94976.24584572407,764634.1544625143,2476.1738935136236,1
1387399.0,55253.60137831401,75253.72694474598,63.0,273746.0,144401.08827696837,2664228.0,360528.0,67.0,14.0,360528.0,1000000.0,-139506.8105821194,1884262.4891453246,2672.0,3083.0,-326931.2849641896,925837.3330084675,2822.0,0
2035380.0,49537.0,4158995.0,2585.0,339288.0,1483729.6763703031,10425757.0,1008149.0,528.0,411.0,5167144.0,8000000.0,-15996.775608928816,3056814.82626198,3962.0,1552.0,-3319261.273184574,2931647.906298248,7259.0,0
615147.1706853267,11892.0,1624396.0,695.7853930228767,216582.0,63745.92113810501,228474.0,869220.0,60.874074988169774,45.945945718933615,2493616.0,966413.6660822531,-408392.09447901644,-2295881.0009950004,811.2904409317275,-203624.67068047076,-1166189.9232574643,978669.9009017644,1730.095869534649,0
415657.0,52255.0,2027865.0,536.755303613341,210500.0,-39028.219469052056,1204583.0,315068.0,20.37625305126476,-23.421714771486748,2027865.0,425000.0,-315068.0,-627053.4962109195,233.17294797368822,1105.0,-775241.0,875307.0,469.65288847498596,0
642851.3802531466,103773.0,2392840.8383935387,683.8469306354712,240144.439342211,109298.0,213071.0,1172492.4249317201,48.765365545709926,52.81129538748062,3212802.5202770615,826720.2645469751,-513570.2310878968,-1934596.89031098,1376.666814903902,-218122.92309321323,-266176.0744334072,971862.6862244715,2449.2383500123397,0
704758.0876394712,54474.736790883006,2409877.394937414,26.0,232112.3437514312,17500.0,2580365.928650015,1217056.6910265943,0.0,0.0,3267190.60952813,679482.4461840513,-368237.3693143054,658703.4801894876,12.0,519423.1859754771,-17500.0,844479.2083422067,653.0,0
304805.0,54948.34459790914,436515.0,479.3751881299813,272880.0,-47955.45144616283,2146973.0,441096.0,38.94730356155659,-1.7621364267937736,877611.0,750000.0,-55586.473689165374,1225289.223691695,916.9681097537127,819288.0,-425301.35131097294,510435.49197126593,1472.628780236002,0
708487.2184137437,56301.0,4046157.0,29.0,477.0,-216537.01133970846,916197.0,1757552.0,39.0,0.0,5243487.0,213309.16425433417,-560222.0,-2076554.4031651653,465.0,864523.0,-5104.0,935105.4706743818,566.0,0
585288.4140824483,53785.853745694454,371750.0,949.2181291817664,190215.85791206523,102492.0,77492.0,738700.1200764275,63.344352605519205,58.411575319349694,371750.0,639810.1237613638,-507443.2569873937,-1155234.4981755142,1165.2298618992304,-392231.7229586523,-25000.0,1762874.9674146867,2295.025241614785,0
611047.2802522236,137767.0,607837.0,1215.0,269076.0,16899.38086485371,1057548.0,379164.0,74.0,65.0,987001.0,650000.0,-202563.98320957914,-94566.14174038172,4527.0,705.0,-643734.2316684492,703272.6856745345,15149.0,0
554422.0,55365.91089325337,1835558.0,92.0,428780.0,25655.932175840047,4335388.0,1293424.0,28.0,23.0,3128982.0,1500000.0,-113432.4453661152,1908890.5053719687,2103.0,1852186.0,-565431.8947671431,613688.660975683,3187.0,0
676538.1460313094,22884.0,1624396.0,39.0,211844.0,-215395.00935713053,2003885.0,869220.0,13.0,14.0,2493616.0,200000.0,-101863.0468805086,1028129.0440565024,91.0,1573324.0,-4167.0,-124079.66307329573,225.0,1
586433.3952538758,53777.86317926706,412878.0,954.4184407423821,192116.57677593548,112492.0,87492.0,733895.0046356705,65.03880111665305,60.874075275659436,412878.0,662738.587232898,-510912.99697321176,-1161784.644756022,1192.7355962181146,-417330.66939725913,-25000.0,1766405.1277355258,2341.2497588857077,0
335349.0,41626.0,17378.0,74.0,206121.0,-6884.897944336903,1208649.0,141833.0,115.0,4.0,159211.0,600000.0,-95776.02459248592,604628.232269614,552.0,25553.0,-532958.5238617414,637164.4146629559,714.0,0
606930.3540520844,116335.0,277058.53534106957,596.3807879622321,174246.0,-171655.01489709993,704896.0,1034346.0,13.209428675460902,18.96926372612014,1034346.0,-41478.18985136249,-344574.60350606585,-253378.5329472141,1106.091146765802,465357.0,-51042.0,887553.0771578238,2073.785978527274,0
808346.0,57838.0,3282960.0,556.0,510364.0,457181.8274638412,4677574.0,2796177.0,186.0,24.0,6079137.0,3000000.0,-620324.9137717658,-921722.7379571458,3920.0,301026.0,-1777102.9332914422,1807639.00163826,6019.0,0
554422.0,81364.0,1623010.0,2742.0,365038.0,110361.47610449334,2101364.0,1478269.0,92.0,194.0,3101279.0,1100000.0,-435045.68262829666,-658100.0782421206,2189.0,540.0,-971712.3421798898,1076545.9724095077,3329.0,0
636841.0985200026,55409.229754537366,125479.20965141384,16.0,236146.89576800307,91045.99561485226,2489855.161676964,47304.0,0.0,1.0,47304.0,943615.2588017015,-6460.640448714083,2239809.255982641,3.0,250976.07676761644,-102930.02695507003,644082.8788845957,58.0,0
1294981.0,86174.0,2291113.0,3069.0,365163.0,503529.111717292,4747979.0,1323148.0,66.0,609.0,3614261.0,3000000.0,-321870.3784482005,735762.7604112136,2097.0,1661.0,-1597312.2602922134,1631525.3188809694,3093.0,1
554422.0,54916.12868220403,1362375.0,487.22991048631843,162779.0,74397.31869622099,999356.0,632375.0018071501,39.95552356790609,41.641294139715335,1362375.0,100000.0,-212786.56543751614,2116510.923850949,862.3451053066383,162.0,1869118.5977235828,181993.0,1627.211121141445,0
648624.150621129,55707.73449495516,139130.0,669.8548187765236,212937.96138636838,108976.94234340618,2373052.549073215,529090.068984844,60.58902712107487,47.27298373151602,139130.0,688094.2326300478,-99848.94610598899,2917436.1203914066,1174.228661153591,225255.02401158866,1043883.8503764635,706352.1708132911,2137.918185563758,0
175000.0,57727.0,2549361.0,404.69149409899035,236457.0,-34223.2899209632,875889.0,514847.0,19.327798812862135,0.3020074094174561,3064208.0,200000.0,-284052.5312562982,-362827.2637111845,546.1668756932722,2630.0,-146119.31423606718,204075.0,1148.160732833203,0
640538.5034812419,2151.0,2404449.6440230166,628.9204048701062,183513.67923047906,38346.0,2151.0,1288974.5425162388,45.03247745949892,28.424114310880793,3194318.1222280925,583697.6601323844,-527360.5359452522,-1969754.5227792738,625.045337117544,-80955.33844310697,-38346.0,952457.5996296296,1431.9045015950687,0
3600000.0,99832.0,34348384.0,36.0,1072321.0,1364213.0127360423,103559793.0,14761694.0,123.0,16.0,49110078.0,7000000.0,120625.57806373661,81525000.0,2411.0,10359729.0,-300000.0,202911.0,4273.0,1
175000.0,9410.0,77943.7850921601,612.9727401286735,261516.0,38184.86148644771,1271582.0,417619.0,49.29417723451962,18.09344137223085,417619.0,750000.0,-60474.20785522566,1032135.101268213,764.0006636286166,150656.0,-75000.0,399423.5696276559,1499.8741025980562,0
100000.0,63791.0,1637034.0,52.0,329078.0,57329.055015508144,1321557.0,969729.0,20.0,15.0,2606763.0,750000.0,-181764.52960361444,283982.37216219853,856.0,972.0,-147459.30218383047,77716.0,1184.0,0
657560.0494547377,54795.359413503444,757301.0,13.0,260298.27822372993,51484.27400248402,2532972.9774905867,934065.0,54.0,1.0,1691366.0,1009488.3658601884,-231023.2453246516,731133.7585319706,720.0,348852.5669790674,-721018.7980258937,920501.7030296442,894.0,0
275000.0,22344.0,66637.37714500958,605.2007649356524,184899.0,-54946.33888078795,807956.0,207940.0,35.87289751439093,12.685290435028314,207940.0,325000.0,-136325.61630841275,370701.91255005536,526.5055763453156,713.0,-354918.33491694235,590957.2649144027,1186.1495124506764,0
600704.0784394015,50080.0,83237.0,490.3447433432478,192008.0,-15238.578481446108,900585.0,235370.0,35.94117970619986,18.710359127777906,318607.0,509870.0,-909.3124995798571,1059186.0577088047,669.0024331639429,76547.0,-1042.0,73122.0,1314.989510606043,0
604830.030714648,3486.0,257817.0,587.0830570272625,152629.91905229748,98097.58621283967,182466.0,625376.9148581987,52.16189727412265,43.99067141536679,257817.0,417483.7420503655,-112350.21147543882,1594959.2933324282,811.1006379512637,-169371.12998745684,1668127.4137442205,178980.0,1695.264674889855,0
